line_number,title,script,label,speaker,gender
49701,Silence of the Lambs,And there's no way - no natural way -,speech,CLARICE,female
49702,Silence of the Lambs,these could've wound up in the bodies?,speech,CLARICE,female
49703,Silence of the Lambs,PILCHER,character,NO SPEAKER,NA
49704,Silence of the Lambs,(shakes his head),other,NO SPEAKER,NA
49705,Silence of the Lambs,They live in Malaysia. In this,speech,PILCHER,male
49706,Silence of the Lambs,"country, they'd have to be specially",speech,PILCHER,male
49707,Silence of the Lambs,"raised, from imported eggs.",speech,PILCHER,male
49708,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49709,Silence of the Lambs,"(pause, then softly)",other,NO SPEAKER,NA
49710,Silence of the Lambs,Dr. Lecter...,speech,CLARICE,female
49711,Silence of the Lambs,"As the two men stare at her, puzzled, we hear a SOUND UPCUT -",other,NO SPEAKER,NA
49712,Silence of the Lambs,the wail of police SIRENS - and...,other,NO SPEAKER,NA
49713,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49714,Silence of the Lambs,EXT. U.S. ROUTE 95 - DAY (AERIAL SHOT),other,NO SPEAKER,NA
49715,Silence of the Lambs,An awesome armada of police vehicles swings through an,other,NO SPEAKER,NA
49716,Silence of the Lambs,"intersection, while normal traffic is held back by highway",other,NO SPEAKER,NA
49717,Silence of the Lambs,patrol cruisers.,other,NO SPEAKER,NA
49718,Silence of the Lambs,"The lead cars turn off, hit the entrance ramp to the freeway -",other,NO SPEAKER,NA
49719,Silence of the Lambs,"SIRENS going, tires SQUEALING, red flashers...",other,NO SPEAKER,NA
49720,Silence of the Lambs,CLOSER ANGLE,other,NO SPEAKER,NA
49721,Silence of the Lambs,"on a speeding surveillance van, with long antennas and a",other,NO SPEAKER,NA
49722,Silence of the Lambs,"small satellite dish, near the head of the motorcade.",other,NO SPEAKER,NA
49723,Silence of the Lambs,CRAWFORD (V.O.),character,NO SPEAKER,NA
49724,Silence of the Lambs,Maybe we can trace how he buys the,speech,CRAWFORD,male
49725,Silence of the Lambs,"bugs, starting with U.S. Customs...",speech,CRAWFORD,male
49726,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49727,Silence of the Lambs,INT. THE SURVEILLANCE VAN - DAY (DRIVING),other,NO SPEAKER,NA
49728,Silence of the Lambs,The van is crammed with an impressive array of hi-tech,other,NO SPEAKER,NA
49729,Silence of the Lambs,"equipment, all CLICKING and HUMMING. Burroughs is talking",other,NO SPEAKER,NA
49730,Silence of the Lambs,"quietly on a scrambler phone, while another agent works a",other,NO SPEAKER,NA
49731,Silence of the Lambs,computer.,other,NO SPEAKER,NA
49732,Silence of the Lambs,CRAWFORD (O.S.),character,NO SPEAKER,NA
49733,Silence of the Lambs,Maybe we can locate some of Raspail's,speech,CRAWFORD,male
49734,Silence of the Lambs,"old lovers. Maybe, someday...",speech,CRAWFORD,male
49735,Silence of the Lambs,CLARICE AND CRAWFORD,other,NO SPEAKER,NA
49736,Silence of the Lambs,"sit in swivel seats at the rear, by a big window. Clarice",other,NO SPEAKER,NA
49737,Silence of the Lambs,"can't resit an occasional peak at the trailing motorcade,",other,NO SPEAKER,NA
49738,Silence of the Lambs,awed and a bit thrilled to be the center of so much attention.,other,NO SPEAKER,NA
49739,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49740,Silence of the Lambs,"But for Catherine Martin, it all",speech,CRAWFORD,male
49741,Silence of the Lambs,comes down to you and Lecter. You're,speech,CRAWFORD,male
49742,Silence of the Lambs,the one he talks to.,speech,CRAWFORD,male
49743,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49744,Silence of the Lambs,He's already offered to help... What,speech,CLARICE,female
49745,Silence of the Lambs,would happen if we just showed our,speech,CLARICE,female
49746,Silence of the Lambs,cards - asked him for Bill?,speech,CLARICE,female
49747,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49748,Silence of the Lambs,"He offered to help, Starling, not to",speech,CRAWFORD,male
49749,Silence of the Lambs,snitch. That wouldn't give him enough,speech,CRAWFORD,male
49750,Silence of the Lambs,"chance to show off. Remember, Lecter",speech,CRAWFORD,male
49751,Silence of the Lambs,looks mainly for fun. Never forget,speech,CRAWFORD,male
49752,Silence of the Lambs,fun.,speech,CRAWFORD,male
49753,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49754,Silence of the Lambs,But if he knew we have so little,speech,CLARICE,female
49755,Silence of the Lambs,time -,speech,CLARICE,female
49756,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49757,Silence of the Lambs,"If we act too anxious, he'll make us",speech,CRAWFORD,male
49758,Silence of the Lambs,wait. He'll let the Senator keep,speech,CRAWFORD,male
49759,Silence of the Lambs,"hoping, day after day, until Catherine",speech,CRAWFORD,male
49760,Silence of the Lambs,finally washes up. That'd be the,speech,CRAWFORD,male
49761,Silence of the Lambs,most fun of all.,speech,CRAWFORD,male
49762,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49763,Silence of the Lambs,"I think he means it, this time. I",speech,CLARICE,female
49764,Silence of the Lambs,think he'll deal.,speech,CLARICE,female
49765,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49766,Silence of the Lambs,What would it take?,speech,CRAWFORD,male
49767,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49768,Silence of the Lambs,Transfer to a new prison. With a,speech,CLARICE,female
49769,Silence of the Lambs,"view of trees, he said, or even",speech,CLARICE,female
49770,Silence of the Lambs,water... Can we swing that?,speech,CLARICE,female
49771,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49772,Silence of the Lambs,(shakes his head),other,NO SPEAKER,NA
49773,Silence of the Lambs,State to federal jurisdiction... We,speech,CRAWFORD,male
49774,Silence of the Lambs,can do it - eventually - but we'll,speech,CRAWFORD,male
49775,Silence of the Lambs,never get all the clearances in time.,speech,CRAWFORD,male
49776,Silence of the Lambs,Can you convince him a deal's already,speech,CRAWFORD,male
49777,Silence of the Lambs,in place?,speech,CRAWFORD,male
49778,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49779,Silence of the Lambs,You'll back me up with some paperwork?,speech,CLARICE,female
49780,Silence of the Lambs,(he nods),other,NO SPEAKER,NA
49781,Silence of the Lambs,Then I'll try. But wouldn't this,speech,CLARICE,female
49782,Silence of the Lambs,have more weight coming from the,speech,CLARICE,female
49783,Silence of the Lambs,Senator herself?,speech,CLARICE,female
49784,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49785,Silence of the Lambs,(hesitates),other,NO SPEAKER,NA
49786,Silence of the Lambs,She doesn't know what we're up to.,speech,CRAWFORD,male
49787,Silence of the Lambs,And we can't afford to let her find,speech,CRAWFORD,male
49788,Silence of the Lambs,out.,speech,CRAWFORD,male
49789,Silence of the Lambs,"Clarice looks at him, surprised.",other,NO SPEAKER,NA
49790,Silence of the Lambs,CRAWFORD,character,NO SPEAKER,NA
49791,Silence of the Lambs,"She's the mother, Starling. She can't",speech,CRAWFORD,male
49792,Silence of the Lambs,possibly comprehend what Lecter is.,speech,CRAWFORD,male
49793,Silence of the Lambs,She'd make the mistake of pleading,speech,CRAWFORD,male
49794,Silence of the Lambs,with him. Begging him... He'd feast,speech,CRAWFORD,male
49795,Silence of the Lambs,on her pain till the last second of,speech,CRAWFORD,male
49796,Silence of the Lambs,that girl's life...,speech,CRAWFORD,male
49797,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49798,Silence of the Lambs,INT. BALTIMORE STATE HOSP. FOR THE CRIMINALLY INSANE - DAY,other,NO SPEAKER,NA
49799,Silence of the Lambs,"Chilton approaches, walking briskly down a corridor in the",other,NO SPEAKER,NA
49800,Silence of the Lambs,administration wing. He looks quite agitated.,other,NO SPEAKER,NA
49801,Silence of the Lambs,CRAWFORD (V.O.),character,NO SPEAKER,NA
49802,Silence of the Lambs,"We can't trust Frederick Chilton,",speech,CRAWFORD,male
49803,Silence of the Lambs,either. He's greedy and ambitious.,speech,CRAWFORD,male
49804,Silence of the Lambs,If he knew about Lecter's link to,speech,CRAWFORD,male
49805,Silence of the Lambs,"Bill, he's go straight to the",speech,CRAWFORD,male
49806,Silence of the Lambs,newspapers...,speech,CRAWFORD,male
49807,Silence of the Lambs,"Chilton falls into step beside Clarice, who has her briefcase.",other,NO SPEAKER,NA
49808,Silence of the Lambs,He points his gold pen at her accusingly.,other,NO SPEAKER,NA
49809,Silence of the Lambs,CHILTON,character,NO SPEAKER,NA
49810,Silence of the Lambs,"What you're doing, Miss Starling, is",speech,CHILTON,male
49811,Silence of the Lambs,coming into my hospital to conduct,speech,CHILTON,male
49812,Silence of the Lambs,"an interview, and refusing to share",speech,CHILTON,male
49813,Silence of the Lambs,information with me. For the third,speech,CHILTON,male
49814,Silence of the Lambs,time!,speech,CHILTON,male
49815,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49816,Silence of the Lambs,"Dr. Chilton, I told you - this is",speech,CLARICE,female
49817,Silence of the Lambs,just routine follow-up on the Raspail,speech,CLARICE,female
49818,Silence of the Lambs,case.,speech,CLARICE,female
49819,Silence of the Lambs,CHILTON,character,NO SPEAKER,NA
49820,Silence of the Lambs,He's my patient! I have rights!,speech,CHILTON,male
49821,Silence of the Lambs,"(grabs her arm,",other,NO SPEAKER,NA
49822,Silence of the Lambs,stopping her),other,NO SPEAKER,NA
49823,Silence of the Lambs,"I'm not just some turnkey, Miss",speech,CHILTON,male
49824,Silence of the Lambs,Starling. I shouldn't even be here,speech,CHILTON,male
49825,Silence of the Lambs,this afternoon. I had a ticket to,speech,CHILTON,male
49826,Silence of the Lambs,Holiday on Ice.,speech,CHILTON,male
49827,Silence of the Lambs,"She stares at him, with pity and distaste, till he lets go.",other,NO SPEAKER,NA
49828,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49829,Silence of the Lambs,"I'm acting on instruction, Dr.",speech,CLARICE,female
49830,Silence of the Lambs,Chilton.,speech,CLARICE,female
49831,Silence of the Lambs,(handing him a card),other,NO SPEAKER,NA
49832,Silence of the Lambs,This is the U.S. Attorney's number.,speech,CLARICE,female
49833,Silence of the Lambs,Now please - either discuss this,speech,CLARICE,female
49834,Silence of the Lambs,"with him, or let me do my job.",speech,CLARICE,female
49835,Silence of the Lambs,"She walks away, leaving him speechless with frustration and",other,NO SPEAKER,NA
49836,Silence of the Lambs,"hostility. He clicks his pen, watching her go.",other,NO SPEAKER,NA
49837,Silence of the Lambs,CUT TO:,other,NO SPEAKER,NA
49838,Silence of the Lambs,INT. DR. LECTER'S CELL AND CORRIDOR - DAY,other,NO SPEAKER,NA
49839,Silence of the Lambs,"Dr. Lecter sits at his table, languidly sketching with",other,NO SPEAKER,NA
49840,Silence of the Lambs,charcoal on butcher paper.,other,NO SPEAKER,NA
49841,Silence of the Lambs,He uses his own hand and forearm as a model. His other,other,NO SPEAKER,NA
49842,Silence of the Lambs,"drawings, books, and bedding have been restored.",other,NO SPEAKER,NA
49843,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49844,Silence of the Lambs,"Wouldn't you say, Clarice, that for",speech,DR. LECTER,male
49845,Silence of the Lambs,"a United States Senator, you're an",speech,DR. LECTER,male
49846,Silence of the Lambs,odd choice of messenger?,speech,DR. LECTER,male
49847,Silence of the Lambs,"Clarice, sitting again at the desk-chair, is taking papers",other,NO SPEAKER,NA
49848,Silence of the Lambs,from her briefcase.,other,NO SPEAKER,NA
49849,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49850,Silence of the Lambs,"I was your choice, Dr. Lecter. You",speech,CLARICE,female
49851,Silence of the Lambs,chose to speak to me. Would you prefer,speech,CLARICE,female
49852,Silence of the Lambs,someone else now? Or perhaps you,speech,CLARICE,female
49853,Silence of the Lambs,don't think you can help us.,speech,CLARICE,female
49854,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49855,Silence of the Lambs,That is both impudent and untrue...,speech,DR. LECTER,male
49856,Silence of the Lambs,"Tell me, how did you feel when you",speech,DR. LECTER,male
49857,Silence of the Lambs,viewed our Billy's latest effort?,speech,DR. LECTER,male
49858,Silence of the Lambs,(beat; he smiles),other,NO SPEAKER,NA
49859,Silence of the Lambs,"Or should I say, his """"next-to-latest""""?",speech,DR. LECTER,male
49860,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49861,Silence of the Lambs,"By the book, he's a sadist.",speech,CLARICE,female
49862,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49863,Silence of the Lambs,"Life's too slippery for books,",speech,DR. LECTER,male
49864,Silence of the Lambs,Clarice. Typhoid and swans came from,speech,DR. LECTER,male
49865,Silence of the Lambs,the same God.,speech,DR. LECTER,male
49866,Silence of the Lambs,(beat),other,NO SPEAKER,NA
49867,Silence of the Lambs,"Tell me, Miss West Virginia - was",speech,DR. LECTER,male
49868,Silence of the Lambs,she a large girl?,speech,DR. LECTER,male
49869,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49870,Silence of the Lambs,Yes.,speech,CLARICE,female
49871,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49872,Silence of the Lambs,Big through the hips. Roomy.,speech,DR. LECTER,male
49873,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49874,Silence of the Lambs,They all were.,speech,CLARICE,female
49875,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49876,Silence of the Lambs,Mmm. And what else...?,speech,DR. LECTER,male
49877,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49878,Silence of the Lambs,She had an insect deliberately,speech,CLARICE,female
49879,Silence of the Lambs,inserted in her throat. That hasn't,speech,CLARICE,female
49880,Silence of the Lambs,been made public yet. We don't know,speech,CLARICE,female
49881,Silence of the Lambs,what is means.,speech,CLARICE,female
49882,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49883,Silence of the Lambs,Was it a butterfly?,speech,DR. LECTER,male
49884,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49885,Silence of the Lambs,(pause; staring at,other,NO SPEAKER,NA
49886,Silence of the Lambs,him),other,NO SPEAKER,NA
49887,Silence of the Lambs,A moth... How did you predict that?,speech,CLARICE,female
49888,Silence of the Lambs,DR. LECTER,character,NO SPEAKER,NA
49889,Silence of the Lambs,"I'm waiting for your offer, Clarice.",speech,DR. LECTER,male
49890,Silence of the Lambs,Enchant me.,speech,DR. LECTER,male
49891,Silence of the Lambs,"Clarice looks down at her papers, taking a moment to collect",other,NO SPEAKER,NA
49892,Silence of the Lambs,"her thoughts. She looks up at him again, evenly.",other,NO SPEAKER,NA
49893,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49894,Silence of the Lambs,If you help us find Buffalo Bill in,speech,CLARICE,female
49895,Silence of the Lambs,"time to save Catherine Martin, the",speech,CLARICE,female
49896,Silence of the Lambs,Senator promises you a transfer to,speech,CLARICE,female
49897,Silence of the Lambs,"the V.A. hospital at Oneida Park,",speech,CLARICE,female
49898,Silence of the Lambs,"New York, with a view of the woods",speech,CLARICE,female
49899,Silence of the Lambs,nearby. Maximum security still,speech,CLARICE,female
49900,Silence of the Lambs,"applies, but you'd have reasonable",speech,CLARICE,female
49901,Silence of the Lambs,access to books.,speech,CLARICE,female
49902,Silence of the Lambs,"He is silent. She rises, moves closer, carrying papers.",other,NO SPEAKER,NA
49903,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49904,Silence of the Lambs,"Best of all, though - one week a",speech,CLARICE,female
49905,Silence of the Lambs,year you'd get to leave the hospital,speech,CLARICE,female
49906,Silence of the Lambs,and go here.,speech,CLARICE,female
49907,Silence of the Lambs,(points to a map),other,NO SPEAKER,NA
49908,Silence of the Lambs,Plum Island. Every afternoon of that,speech,CLARICE,female
49909,Silence of the Lambs,week you can walk on the beach or,speech,CLARICE,female
49910,Silence of the Lambs,swim in the ocean for up to one hour.,speech,CLARICE,female
49911,Silence of the Lambs,"Under SWAT team surveillance, of",speech,CLARICE,female
49912,Silence of the Lambs,course...,speech,CLARICE,female
49913,Silence of the Lambs,His face remains neutral. She puts the papers in his food,other,NO SPEAKER,NA
49914,Silence of the Lambs,tray.,other,NO SPEAKER,NA
49915,Silence of the Lambs,CLARICE,character,NO SPEAKER,NA
49916,Silence of the Lambs,"Copy of the Buffalo Bill case file,",speech,CLARICE,female
49917,Silence of the Lambs,copy of Senator Martin's terms. Her,speech,CLARICE,female
49918,Silence of the Lambs,offer is final and non-negotiable.,speech,CLARICE,female
